sequence_id,active_region,t_obs_end,frame_0,frame_1,frame_2,frame_3,target_window_start,target_window_end,binary_target_MX_24_48h,multiclass_target,log10_peak_flux
SEQ_AR-11395_201201110048,AR-11395,2012-01-11T00:48:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11395_T000_20120110125801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11395_T001_20120110195801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11395_T002_20120110232801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11395_T003_20120111004801.fits,2012-01-12T00:48:01+00:00,2012-01-13T00:48:01+00:00,0,1,-5.7533
SEQ_AR-11401_201201222047,AR-11401,2012-01-22T20:47:31+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11401_T000_20120122085731.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11401_T001_20120122155731.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11401_T002_20120122192731.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11401_T003_20120122204731.fits,2012-01-23T20:47:31+00:00,2012-01-24T20:47:31+00:00,0,1,-5.7833
SEQ_AR-11403_201201170111,AR-11403,2012-01-17T01:11:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11403_T000_20120116132101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11403_T001_20120116202101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11403_T002_20120116235101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11403_T003_20120117011101.fits,2012-01-18T01:11:01+00:00,2012-01-19T01:11:01+00:00,0,1,-6.0
SEQ_AR-11405_201201180952,AR-11405,2012-01-18T09:52:38+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11405_T000_20120117220238.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11405_T001_20120118050238.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11405_T002_20120118083238.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11405_T003_20120118095238.fits,2012-01-19T09:52:38+00:00,2012-01-20T09:52:38+00:00,0,0,-8.0
SEQ_AR-11409_201201221150,AR-11409,2012-01-22T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11409_T000_20120122000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11409_T001_20120122070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11409_T002_20120122103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11409_T003_20120122115000.fits,2012-01-23T11:50:00+00:00,2012-01-24T11:50:00+00:00,0,0,-8.0
SEQ_AR-11410_201202041237,AR-11410,2012-02-04T12:37:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11410_T000_20120204004701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11410_T001_20120204074701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11410_T002_20120204111701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11410_T003_20120204123701.fits,2012-02-05T12:37:01+00:00,2012-02-06T12:37:01+00:00,0,0,-6.5492
SEQ_AR-11413_201202011144,AR-11413,2012-02-01T11:44:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120131235401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120201065401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120201102401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120201114401.fits,2012-02-02T11:44:01+00:00,2012-02-03T11:44:01+00:00,0,0,-6.2304
SEQ_AR-11413_201202020615,AR-11413,2012-02-02T06:15:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120201065401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120201102401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120201114401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120202061500.fits,2012-02-03T06:15:00+00:00,2012-02-04T06:15:00+00:00,0,1,-5.98
SEQ_AR-11413_201202021315,AR-11413,2012-02-02T13:15:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120201102401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120201114401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120202061500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120202131500.fits,2012-02-03T13:15:00+00:00,2012-02-04T13:15:00+00:00,0,1,-5.98
SEQ_AR-11413_201202021645,AR-11413,2012-02-02T16:45:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120201114401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120202061500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120202131500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120202164500.fits,2012-02-03T16:45:00+00:00,2012-02-04T16:45:00+00:00,0,1,-5.98
SEQ_AR-11413_201202021805,AR-11413,2012-02-02T18:05:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120202061500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120202131500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120202164500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120202180500.fits,2012-02-03T18:05:00+00:00,2012-02-04T18:05:00+00:00,0,1,-5.98
SEQ_AR-11413_201202071159,AR-11413,2012-02-07T11:59:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120202131500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120202164500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120202180500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120207115959.fits,2012-02-08T11:59:59+00:00,2012-02-09T11:59:59+00:00,0,0,-8.0
SEQ_AR-11413_201202071859,AR-11413,2012-02-07T18:59:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120202164500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120202180500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120207115959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120207185959.fits,2012-02-08T18:59:59+00:00,2012-02-09T18:59:59+00:00,0,0,-8.0
SEQ_AR-11413_201202072229,AR-11413,2012-02-07T22:29:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120202180500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120207115959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120207185959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120207222959.fits,2012-02-08T22:29:59+00:00,2012-02-09T22:29:59+00:00,0,0,-8.0
SEQ_AR-11413_201202072349,AR-11413,2012-02-07T23:49:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T000_20120207115959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T001_20120207185959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T002_20120207222959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11413_T003_20120207234959.fits,2012-02-08T23:49:59+00:00,2012-02-09T23:49:59+00:00,0,0,-8.0
SEQ_AR-11422_201202232201,AR-11422,2012-02-23T22:01:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11422_T000_20120223101101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11422_T001_20120223171101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11422_T002_20120223204101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11422_T003_20120223220101.fits,2012-02-24T22:01:01+00:00,2012-02-25T22:01:01+00:00,0,0,-8.0
SEQ_AR-11428_201203082012,AR-11428,2012-03-08T20:12:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T000_20120308082200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T001_20120308152200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T002_20120308185200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T003_20120308201200.fits,2012-03-09T20:12:00+00:00,2012-03-10T20:12:00+00:00,0,1,-5.699
SEQ_AR-11428_201203090950,AR-11428,2012-03-09T09:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T001_20120308152200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T002_20120308185200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T003_20120308201200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T000_20120309095000.fits,2012-03-10T09:50:00+00:00,2012-03-11T09:50:00+00:00,0,1,-5.2218
SEQ_AR-11428_201203091650,AR-11428,2012-03-09T16:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T002_20120308185200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T003_20120308201200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T000_20120309095000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T001_20120309165000.fits,2012-03-10T16:50:00+00:00,2012-03-11T16:50:00+00:00,0,1,-5.2218
SEQ_AR-11428_201203092020,AR-11428,2012-03-09T20:20:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T003_20120308201200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T000_20120309095000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T001_20120309165000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T002_20120309202000.fits,2012-03-10T20:20:00+00:00,2012-03-11T20:20:00+00:00,0,1,-5.2218
SEQ_AR-11428_201203092140,AR-11428,2012-03-09T21:40:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T000_20120309095000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T001_20120309165000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T002_20120309202000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11428_T003_20120309214000.fits,2012-03-10T21:40:00+00:00,2012-03-11T21:40:00+00:00,0,1,-5.2218
SEQ_AR-11429_201203051231,AR-11429,2012-03-05T12:31:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120305004101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120305074101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120305111101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120305123101.fits,2012-03-06T12:31:01+00:00,2012-03-07T12:31:01+00:00,1,2,-4.6072
SEQ_AR-11429_201203061224,AR-11429,2012-03-06T12:24:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120305074101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120305111101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120305123101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120306122400.fits,2012-03-07T12:24:00+00:00,2012-03-08T12:24:00+00:00,1,3,-3.197
SEQ_AR-11429_201203061924,AR-11429,2012-03-06T19:24:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120305111101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120305123101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120306122400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120306192400.fits,2012-03-07T19:24:00+00:00,2012-03-08T19:24:00+00:00,1,3,-3.197
SEQ_AR-11429_201203062254,AR-11429,2012-03-06T22:54:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120305123101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120306122400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120306192400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120306225400.fits,2012-03-07T22:54:00+00:00,2012-03-08T22:54:00+00:00,1,3,-3.197
SEQ_AR-11429_201203070014,AR-11429,2012-03-07T00:14:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120306122400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120306192400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120306225400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120307001400.fits,2012-03-08T00:14:00+00:00,2012-03-09T00:14:00+00:00,1,3,-3.197
SEQ_AR-11429_201203130541,AR-11429,2012-03-13T05:41:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120306192400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120306225400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120307001400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120313054100.fits,2012-03-14T05:41:00+00:00,2012-03-15T05:41:00+00:00,1,2,-4.0318
SEQ_AR-11429_201203131241,AR-11429,2012-03-13T12:41:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120306225400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120307001400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120313054100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120313124100.fits,2012-03-14T12:41:00+00:00,2012-03-15T12:41:00+00:00,1,2,-4.0318
SEQ_AR-11429_201203131611,AR-11429,2012-03-13T16:11:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120307001400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120313054100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120313124100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120313161100.fits,2012-03-14T16:11:00+00:00,2012-03-15T16:11:00+00:00,1,2,-4.0318
SEQ_AR-11429_201203131731,AR-11429,2012-03-13T17:31:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120313054100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120313124100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120313161100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120313173100.fits,2012-03-14T17:31:00+00:00,2012-03-15T17:31:00+00:00,1,2,-4.0318
SEQ_AR-11429_201203140210,AR-11429,2012-03-14T02:10:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120313124100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120313161100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120313173100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120314021001.fits,2012-03-15T02:10:01+00:00,2012-03-16T02:10:01+00:00,0,1,-5.888
SEQ_AR-11429_201203140910,AR-11429,2012-03-14T09:10:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120313161100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120313173100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120314021001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120314091001.fits,2012-03-15T09:10:01+00:00,2012-03-16T09:10:01+00:00,0,1,-5.888
SEQ_AR-11429_201203141240,AR-11429,2012-03-14T12:40:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120313173100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120314021001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120314091001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120314124001.fits,2012-03-15T12:40:01+00:00,2012-03-16T12:40:01+00:00,0,1,-5.888
SEQ_AR-11429_201203141400,AR-11429,2012-03-14T14:00:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T000_20120314021001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T001_20120314091001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T002_20120314124001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11429_T003_20120314140001.fits,2012-03-15T14:00:01+00:00,2012-03-16T14:00:01+00:00,0,1,-5.888
